date,product_id,product_name,category,region,units_sold,unit_price,sales_rep,notes
2023-06-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-06-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-06-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,61,387.5,Sarah Chen,
2023-06-01,PRD-005,Custom Valve Assembly,Fluid Power,South,40,387.5,Diana Torres,
2023-06-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,9,892.0,Sarah Chen,
2023-06-01,PRD-006,Emergency Shutdown Unit,Safety,South,6,892.0,Diana Torres,
2023-06-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,927,127.0,Sarah Chen,OEM bulk order included
2023-06-01,PRD-007,Precision Gear Set,Power Transmission,South,618,127.0,Diana Torres,OEM bulk order included
2023-07-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,277,89.5,Sarah Chen,
2023-07-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,185,89.5,Diana Torres,
2023-07-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,124,142.0,Sarah Chen,
2023-07-01,PRD-002,Hydraulic Actuator,Fluid Power,South,82,142.0,Diana Torres,
2023-07-01,PRD-003,Legacy Control Panel,Electrical,Midwest,183,215.0,Sarah Chen,
2023-07-01,PRD-003,Legacy Control Panel,Electrical,South,122,215.0,Diana Torres,
2023-07-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-07-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-07-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2023-07-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2023-07-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Sarah Chen,
2023-07-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2023-07-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,201,127.0,Sarah Chen,
2023-07-01,PRD-007,Precision Gear Set,Power Transmission,South,134,127.0,Diana Torres,
2023-08-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,265,89.5,Sarah Chen,
2023-08-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,177,89.5,Diana Torres,
2023-08-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,133,142.0,Sarah Chen,
2023-08-01,PRD-002,Hydraulic Actuator,Fluid Power,South,88,142.0,Diana Torres,
2023-08-01,PRD-003,Legacy Control Panel,Electrical,Midwest,184,215.0,Sarah Chen,
2023-08-01,PRD-003,Legacy Control Panel,Electrical,South,122,215.0,Diana Torres,
2023-08-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-08-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-08-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2023-08-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2023-08-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,244,892.0,Sarah Chen,
2023-08-01,PRD-006,Emergency Shutdown Unit,Safety,South,163,892.0,Diana Torres,
2023-08-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,182,127.0,Sarah Chen,
2023-08-01,PRD-007,Precision Gear Set,Power Transmission,South,121,127.0,Diana Torres,
2023-09-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,222,89.5,Sarah Chen,
2023-09-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,148,89.5,Diana Torres,
2023-09-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,0,142.0,Sarah Chen,
2023-09-01,PRD-002,Hydraulic Actuator,Fluid Power,South,58,142.0,Diana Torres,
2023-09-01,PRD-003,Legacy Control Panel,Electrical,Midwest,216,215.0,Sarah Chen,
2023-09-01,PRD-003,Legacy Control Panel,Electrical,South,144,215.0,Diana Torres,
2023-09-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-09-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-09-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,143,387.5,Sarah Chen,
2023-09-01,PRD-005,Custom Valve Assembly,Fluid Power,South,95,387.5,Diana Torres,
2023-09-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Sarah Chen,
2023-09-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2023-09-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,0,127.0,Sarah Chen,
2023-09-01,PRD-007,Precision Gear Set,Power Transmission,South,121,127.0,Diana Torres,
2023-10-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,214,89.5,Sarah Chen,
2023-10-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,143,89.5,Diana Torres,
2023-10-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,146,142.0,Sarah Chen,
2023-10-01,PRD-002,Hydraulic Actuator,Fluid Power,South,97,142.0,Diana Torres,
2023-10-01,PRD-003,Legacy Control Panel,Electrical,Midwest,180,215.0,Sarah Chen,
2023-10-01,PRD-003,Legacy Control Panel,Electrical,South,120,215.0,Diana Torres,
2023-10-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-10-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-10-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2023-10-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2023-10-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,91,892.0,Sarah Chen,
2023-10-01,PRD-006,Emergency Shutdown Unit,Safety,South,61,892.0,Diana Torres,
2023-10-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,173,127.0,Sarah Chen,
2023-10-01,PRD-007,Precision Gear Set,Power Transmission,South,115,127.0,Diana Torres,
2023-11-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,210,89.5,Sarah Chen,
2023-11-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,140,89.5,Diana Torres,
2023-11-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,150,142.0,Sarah Chen,
2023-11-01,PRD-002,Hydraulic Actuator,Fluid Power,South,100,142.0,Diana Torres,
2023-11-01,PRD-003,Legacy Control Panel,Electrical,Midwest,188,215.0,Sarah Chen,
2023-11-01,PRD-003,Legacy Control Panel,Electrical,South,125,215.0,Diana Torres,
2023-11-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-11-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-11-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2023-11-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2023-11-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,54,892.0,Sarah Chen,
2023-11-01,PRD-006,Emergency Shutdown Unit,Safety,South,36,892.0,Diana Torres,
2023-11-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,0,127.0,Sarah Chen,
2023-11-01,PRD-007,Precision Gear Set,Power Transmission,South,104,127.0,Diana Torres,
2023-12-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,240,89.5,Sarah Chen,
2023-12-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,0,89.5,Diana Torres,
2023-12-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,187,142.0,Sarah Chen,
2023-12-01,PRD-002,Hydraulic Actuator,Fluid Power,South,125,142.0,Diana Torres,
2023-12-01,PRD-003,Legacy Control Panel,Electrical,Midwest,199,215.0,Sarah Chen,
2023-12-01,PRD-003,Legacy Control Panel,Electrical,South,133,215.0,Diana Torres,
2023-12-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2023-12-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2023-12-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2023-12-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2023-12-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Sarah Chen,
2023-12-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2023-12-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,190,127.0,Sarah Chen,
2023-12-01,PRD-007,Precision Gear Set,Power Transmission,South,126,127.0,Diana Torres,
2024-01-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,234,89.5,Sarah Chen,
2024-01-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,156,89.5,Diana Torres,
2024-01-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,181,158.0,Sarah Chen,Unit price updated - reflects material cost increase
2024-01-01,PRD-002,Hydraulic Actuator,Fluid Power,South,0,158.0,Diana Torres,Unit price updated - reflects material cost increase
2024-01-01,PRD-003,Legacy Control Panel,Electrical,Midwest,166,215.0,Sarah Chen,
2024-01-01,PRD-003,Legacy Control Panel,Electrical,South,110,215.0,Diana Torres,
2024-01-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,
2024-01-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2024-01-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,112,387.5,Sarah Chen,
2024-01-01,PRD-005,Custom Valve Assembly,Fluid Power,South,74,387.5,Diana Torres,
2024-01-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Sarah Chen,
2024-01-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2024-01-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,175,127.0,Sarah Chen,
2024-01-01,PRD-007,Precision Gear Set,Power Transmission,South,116,127.0,Diana Torres,
2024-02-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,249,89.5,Sarah Chen,
2024-02-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,166,89.5,Diana Torres,
2024-02-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,206,158.0,Sarah Chen,Price updated Jan 2024
2024-02-01,PRD-002,Hydraulic Actuator,Fluid Power,South,137,158.0,Diana Torres,Price updated Jan 2024
2024-02-01,PRD-003,Legacy Control Panel,Electrical,Midwest,0,215.0,Sarah Chen,
2024-02-01,PRD-003,Legacy Control Panel,Electrical,South,134,215.0,Diana Torres,
2024-02-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Sarah Chen,New product launch - initial stocking orders
2024-02-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,New product launch - initial stocking orders
2024-02-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2024-02-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-02-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,34,892.0,Sarah Chen,
2024-02-01,PRD-006,Emergency Shutdown Unit,Safety,South,22,892.0,Diana Torres,
2024-02-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,186,127.0,Sarah Chen,
2024-02-01,PRD-007,Precision Gear Set,Power Transmission,South,124,127.0,Diana Torres,
2024-03-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,271,89.5,Sarah Chen,
2024-03-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,180,89.5,Diana Torres,
2024-03-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,184,158.0,Sarah Chen,
2024-03-01,PRD-002,Hydraulic Actuator,Fluid Power,South,122,158.0,Diana Torres,
2024-03-01,PRD-003,Legacy Control Panel,Electrical,Midwest,205,215.0,Sarah Chen,
2024-03-01,PRD-003,Legacy Control Panel,Electrical,South,136,215.0,Diana Torres,
2024-03-01,PRD-004,Smart Sensor Module,Automation,Midwest,3,445.0,Sarah Chen,
2024-03-01,PRD-004,Smart Sensor Module,Automation,South,2,445.0,Diana Torres,
2024-03-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Sarah Chen,
2024-03-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-03-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,109,892.0,Sarah Chen,
2024-03-01,PRD-006,Emergency Shutdown Unit,Safety,South,72,892.0,Diana Torres,
2024-03-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,827,127.0,Sarah Chen,OEM bulk order included
2024-03-01,PRD-007,Precision Gear Set,Power Transmission,South,0,127.0,Diana Torres,OEM bulk order included
2024-04-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,292,89.5,Marcus Webb,
2024-04-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,194,89.5,Diana Torres,
2024-04-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,185,158.0,Marcus Webb,Price updated Jan 2024
2024-04-01,PRD-002,Hydraulic Actuator,Fluid Power,South,123,158.0,Diana Torres,Price updated Jan 2024
2024-04-01,PRD-003,Legacy Control Panel,Electrical,Midwest,181,215.0,Marcus Webb,
2024-04-01,PRD-003,Legacy Control Panel,Electrical,South,120,215.0,Diana Torres,
2024-04-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Marcus Webb,
2024-04-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2024-04-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,74,387.5,Marcus Webb,
2024-04-01,PRD-005,Custom Valve Assembly,Fluid Power,South,49,387.5,Diana Torres,
2024-04-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,286,892.0,Marcus Webb,
2024-04-01,PRD-006,Emergency Shutdown Unit,Safety,South,191,892.0,Diana Torres,
2024-04-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,168,127.0,Marcus Webb,
2024-04-01,PRD-007,Precision Gear Set,Power Transmission,South,112,127.0,Diana Torres,
2024-05-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,295,89.5,Marcus Webb,
2024-05-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,197,89.5,Diana Torres,
2024-05-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,205,158.0,Marcus Webb,
2024-05-01,PRD-002,Hydraulic Actuator,Fluid Power,South,137,158.0,Diana Torres,
2024-05-01,PRD-003,Legacy Control Panel,Electrical,Midwest,0,215.0,Marcus Webb,
2024-05-01,PRD-003,Legacy Control Panel,Electrical,South,134,215.0,Diana Torres,
2024-05-01,PRD-004,Smart Sensor Module,Automation,Midwest,1,445.0,Marcus Webb,
2024-05-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2024-05-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,96,387.5,Marcus Webb,
2024-05-01,PRD-005,Custom Valve Assembly,Fluid Power,South,64,387.5,Diana Torres,
2024-05-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,138,892.0,Marcus Webb,
2024-05-01,PRD-006,Emergency Shutdown Unit,Safety,South,92,892.0,Diana Torres,
2024-05-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,178,127.0,Marcus Webb,
2024-05-01,PRD-007,Precision Gear Set,Power Transmission,South,119,127.0,Diana Torres,
2024-06-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,277,89.5,Marcus Webb,
2024-06-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,185,89.5,Diana Torres,
2024-06-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,172,158.0,Marcus Webb,Price updated Jan 2024
2024-06-01,PRD-002,Hydraulic Actuator,Fluid Power,South,115,158.0,Diana Torres,Price updated Jan 2024
2024-06-01,PRD-003,Legacy Control Panel,Electrical,Midwest,171,215.0,Marcus Webb,
2024-06-01,PRD-003,Legacy Control Panel,Electrical,South,114,215.0,Diana Torres,
2024-06-01,PRD-004,Smart Sensor Module,Automation,Midwest,52,445.0,Marcus Webb,
2024-06-01,PRD-004,Smart Sensor Module,Automation,South,35,445.0,Diana Torres,
2024-06-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-06-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-06-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Marcus Webb,
2024-06-01,PRD-006,Emergency Shutdown Unit,Safety,South,48,892.0,Diana Torres,
2024-06-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,177,127.0,Marcus Webb,
2024-06-01,PRD-007,Precision Gear Set,Power Transmission,South,118,127.0,Diana Torres,
2024-07-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,261,89.5,Marcus Webb,
2024-07-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,174,89.5,Diana Torres,
2024-07-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,219,158.0,Marcus Webb,
2024-07-01,PRD-002,Hydraulic Actuator,Fluid Power,South,146,158.0,Diana Torres,
2024-07-01,PRD-003,Legacy Control Panel,Electrical,Midwest,162,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-07-01,PRD-003,Legacy Control Panel,Electrical,South,108,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2024-07-01,PRD-004,Smart Sensor Module,Automation,Midwest,25,445.0,Marcus Webb,
2024-07-01,PRD-004,Smart Sensor Module,Automation,South,16,445.0,Diana Torres,
2024-07-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-07-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-07-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,7,892.0,Marcus Webb,
2024-07-01,PRD-006,Emergency Shutdown Unit,Safety,South,4,892.0,Diana Torres,
2024-07-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,200,127.0,Marcus Webb,
2024-07-01,PRD-007,Precision Gear Set,Power Transmission,South,133,127.0,Diana Torres,
2024-08-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,0,89.5,Marcus Webb,
2024-08-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,168,89.5,Diana Torres,
2024-08-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,135,158.0,Marcus Webb,Price updated Jan 2024
2024-08-01,PRD-002,Hydraulic Actuator,Fluid Power,South,90,158.0,Diana Torres,Price updated Jan 2024
2024-08-01,PRD-003,Legacy Control Panel,Electrical,Midwest,189,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-08-01,PRD-003,Legacy Control Panel,Electrical,South,126,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2024-08-01,PRD-004,Smart Sensor Module,Automation,Midwest,50,445.0,Marcus Webb,
2024-08-01,PRD-004,Smart Sensor Module,Automation,South,33,445.0,Diana Torres,
2024-08-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,154,387.5,Marcus Webb,
2024-08-01,PRD-005,Custom Valve Assembly,Fluid Power,South,103,387.5,Diana Torres,
2024-08-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Marcus Webb,
2024-08-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2024-08-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,194,127.0,Marcus Webb,
2024-08-01,PRD-007,Precision Gear Set,Power Transmission,South,0,127.0,Diana Torres,
2024-09-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,232,89.5,Marcus Webb,
2024-09-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,154,89.5,Diana Torres,
2024-09-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,99,158.0,Marcus Webb,
2024-09-01,PRD-002,Hydraulic Actuator,Fluid Power,South,66,158.0,Diana Torres,
2024-09-01,PRD-003,Legacy Control Panel,Electrical,Midwest,158,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-09-01,PRD-003,Legacy Control Panel,Electrical,South,0,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
